From src:'1'	To src:'3'
CHEMBL495898	LKG
CHEMBL375739	YTP
CHEMBL346919	I75
CHEMBL1222059	LPD
CHEMBL1222059	04V
CHEMBL1910886	NX2
CHEMBL3775900	4LQ
CHEMBL1179605	A8W
CHEMBL340191	IN3
CHEMBL2035603	79O
CHEMBL3918297	971
CHEMBL3799577	V26
CHEMBL4208669	OOQ
CHEMBL4536748	JFH
CHEMBL584991	IUU
CHEMBL3634880	D41
CHEMBL385178	608
CHEMBL455333	TZ4
CHEMBL4588417	L2Q
CHEMBL566	URA
CHEMBL3219079	0NW
CHEMBL576976	52V
CHEMBL2420702	1QN
CHEMBL1237018	ZZX
CHEMBL472783	U6M
CHEMBL1231689	CCR
CHEMBL541675	PP7
CHEMBL4437054	6YA
CHEMBL4449584	4BW
CHEMBL46740	29S
CHEMBL2431819	W9Z
CHEMBL1230288	4GE
CHEMBL305195	QEM
CHEMBL501134	9SL
CHEMBL4085808	IZO
CHEMBL4465849	OG4
CHEMBL4552984	56T
CHEMBL383208	ALC
CHEMBL4096369	JHT
CHEMBL2178304	68O
CHEMBL1221534	RR8
CHEMBL524012	HXM
CHEMBL2316892	6P3
CHEMBL27769	DHT
CHEMBL574817	A3P
CHEMBL282489	ETC
CHEMBL4161578	9KX
CHEMBL1221657	XXZ
CHEMBL4436748	LBE
CHEMBL1234578	N2M
CHEMBL2178135	4K5
CHEMBL1161013	3GQ
CHEMBL2348823	Q21
CHEMBL14253	ACN
CHEMBL4293001	9LN
CHEMBL173898	HCD
CHEMBL4278546	7NG
CHEMBL2177238	PK0
CHEMBL1257519	7O9
CHEMBL212522	A19
CHEMBL1095032	443
CHEMBL1234739	NIF
CHEMBL3956096	70C
CHEMBL478381	4BQ
CHEMBL4474690	A7O
CHEMBL4206758	6XX
CHEMBL99553	UNR
CHEMBL344314	IQU
CHEMBL387385	82A
CHEMBL1947053	V37
CHEMBL58910	SMN
CHEMBL82115	WL3
CHEMBL192894	P4A
CHEMBL3622051	GXN
CHEMBL222002	PFD
CHEMBL3127473	1T6
CHEMBL1231518	BVL
CHEMBL1234254	MDR
CHEMBL3542332	U5G
CHEMBL4209227	CVP
CHEMBL3799213	6RV
CHEMBL398769	BGO
CHEMBL29982	TIN
CHEMBL2147758	Q18
CHEMBL3683753	8NQ
CHEMBL134994	R16
CHEMBL3771286	5GN
CHEMBL3984982	1JX
CHEMBL8771	6OS
CHEMBL191141	NNC
CHEMBL200102	H71
CHEMBL1232596	EV2
CHEMBL57478	LDV
CHEMBL4463538	G9V
CHEMBL1513993	PDB
CHEMBL1235574	QQQ
CHEMBL1562665	NVD
CHEMBL3805955	KTK
CHEMBL497058	JPR
CHEMBL4246741	FZH
CHEMBL4515199	W6J
CHEMBL4446782	V6G
CHEMBL3946139	8GV
CHEMBL4466140	J8Q
CHEMBL4086540	9F1
CHEMBL353861	INQ
CHEMBL1098726	BJZ
CHEMBL3186509	6ZO
CHEMBL2069625	BPK
CHEMBL2152768	0SC
CHEMBL3924132	FMW
CHEMBL1615181	Q6W
CHEMBL284104	PDC
CHEMBL4210141	3NX
CHEMBL2335188	UL7
CHEMBL484510	MB1
CHEMBL308954	65B
CHEMBL4445938	NYZ
CHEMBL1615281	WWZ
CHEMBL3958369	F3Q
CHEMBL85799	AE2
CHEMBL116040	72R
CHEMBL3464675	S3J
CHEMBL1277380	JV0
CHEMBL441123	ZAL
CHEMBL1951277	2CB
CHEMBL1651524	H2R
CHEMBL1834893	YR4
CHEMBL4071657	PH8
CHEMBL4205572	92E
CHEMBL3137331	7KD
CHEMBL460901	UA3
CHEMBL442915	MML
CHEMBL2030687	QGE
CHEMBL539163	T98
CHEMBL283807	5GP
CHEMBL283807	G
CHEMBL1649681	JAC
CHEMBL277346	65D
CHEMBL4559232	D7C
CHEMBL351132	DMD
CHEMBL2179383	14Z
CHEMBL270948	1Q5
CHEMBL1384742	6SU
CHEMBL4467344	3OJ
CHEMBL4540629	5QB
CHEMBL4588770	NNY
CHEMBL3127485	1T7
CHEMBL116430	7D7
CHEMBL296468	56H
CHEMBL1229848	26A
CHEMBL522579	G6A
CHEMBL329137	I3S
CHEMBL4292834	AXN
CHEMBL1614774	3Q3
CHEMBL4081025	92D
CHEMBL3991250	W8Z
CHEMBL3716057	AF9
CHEMBL4285291	8K0
CHEMBL2401983	1M8
CHEMBL1089962	AFP
CHEMBL2171456	CVL
CHEMBL8483	OHN
CHEMBL1622367	NZD
CHEMBL3139371	M87
CHEMBL358860	790
CHEMBL3301607	2HB
CHEMBL4128221	CF8
CHEMBL466517	5WN
CHEMBL2338352	7RV
CHEMBL1232659	FAN
CHEMBL1308529	VWV
CHEMBL2333445	0O7
CHEMBL3819281	5RY
CHEMBL2171250	UHG
CHEMBL3828074	7NB
CHEMBL3260475	RL3
CHEMBL446143	ORN
CHEMBL4228385	2JC
CHEMBL1460702	RE4
CHEMBL4438456	J1Q
CHEMBL333928	AEY
CHEMBL4094717	9HG
CHEMBL237571	R09
CHEMBL301141	4HC
CHEMBL228133	GVK
CHEMBL180792	AIT
CHEMBL3774432	2VC
CHEMBL295124	BER
CHEMBL2204532	0T2
CHEMBL3580962	4T5
CHEMBL2031219	AA0
CHEMBL2377859	Z60
CHEMBL4225212	F5Y
CHEMBL134342	LPA
CHEMBL2407464	1EJ
CHEMBL2376436	1NX
CHEMBL515679	J94
CHEMBL3287310	DWF
CHEMBL2251601	VNJ
CHEMBL4565125	Q47
CHEMBL4088272	61W
CHEMBL594840	AT1
CHEMBL1469	CLT
CHEMBL128633	7CD
CHEMBL3401342	70Y
CHEMBL2041078	D1M
CHEMBL27843	FTL
CHEMBL4172344	FO7
CHEMBL1201356	H8D
CHEMBL227452	CXB
CHEMBL1532203	7QQ
CHEMBL1928781	6RH
CHEMBL1241481	VSH
CHEMBL1915518	5CO
CHEMBL1615212	S38
CHEMBL362148	ATQ
CHEMBL1160416	EG1
CHEMBL429852	FRH
CHEMBL3356143	5XF
CHEMBL4539725	PQM
CHEMBL1235782	S1A
CHEMBL4451258	L3U
CHEMBL3128042	2OL
CHEMBL1232770	FLV
CHEMBL355001	FUS
CHEMBL3763941	9UZ
CHEMBL2042814	FCM
CHEMBL418509	NBM
CHEMBL3427183	WG8
CHEMBL115668	9TS
CHEMBL4473741	BXK
CHEMBL337319	BZE
CHEMBL2325016	6RJ
CHEMBL3289658	2VZ
CHEMBL456341	AJA
CHEMBL4076973	9Y7
CHEMBL3590119	CQ3
CHEMBL337420	8AJ
CHEMBL475251	585
CHEMBL126726	WRB
CHEMBL482146	25D
CHEMBL3235350	FGH
CHEMBL2137768	X88
CHEMBL4214769	F8B
CHEMBL333964	BWD
CHEMBL203517	1C2
CHEMBL1327868	UGQ
CHEMBL3823335	6JV
CHEMBL4091680	74N
CHEMBL1162148	4DS
CHEMBL4525910	Q01
CHEMBL457388	LZA
CHEMBL511675	52X
CHEMBL4079370	9YD
CHEMBL3547107	4E8
CHEMBL237127	GK1
CHEMBL3969942	38W
CHEMBL146673	TMC
CHEMBL4538484	WNM
CHEMBL311226	CTS
CHEMBL1490765	Z0O
CHEMBL4171692	BFK
CHEMBL1416789	GBU
CHEMBL269732	FK5
CHEMBL3907471	7SD
CHEMBL391586	VRV
CHEMBL142348	ATE
CHEMBL385181	HI6
CHEMBL1409793	MRW
CHEMBL3134131	1VZ
CHEMBL4213970	G67
CHEMBL124345	RVZ
CHEMBL1231082	ATJ
CHEMBL38885	MEG
CHEMBL232804	H0K
CHEMBL257158	NGT
CHEMBL3235413	MGW
CHEMBL4128992	W8X
CHEMBL184061	6DV
CHEMBL115581	3AK
CHEMBL259420	RB1
CHEMBL71728	2RT
CHEMBL331237	ZJB
CHEMBL520667	AX8
CHEMBL3613777	4KB
CHEMBL492254	G55
CHEMBL1236932	Z77
CHEMBL279956	QUS
CHEMBL266497	SBI
CHEMBL1230673	9JZ
CHEMBL519809	NWQ
CHEMBL431555	FLT
CHEMBL2386633	1J5
CHEMBL110858	BV7
CHEMBL3431692	L0R
CHEMBL1916079	3WS
CHEMBL1236228	TD4
CHEMBL3590112	CQ6
CHEMBL4548076	D4V
CHEMBL1595667	6HM
CHEMBL1232416	DXX
CHEMBL2018159	KXQ
CHEMBL1782530	UNM
CHEMBL169526	YSH
CHEMBL28743	NSD
CHEMBL4517803	55S
CHEMBL4449359	O9M
CHEMBL3233814	P85
CHEMBL1269196	3OE
CHEMBL3590107	F3Z
CHEMBL3590107	38Z
CHEMBL38943	7T1
CHEMBL1922082	18F
CHEMBL4210917	5XS
CHEMBL4580164	9Q9
CHEMBL4572689	NQQ
CHEMBL493892	OUB
CHEMBL1335144	97W
CHEMBL1363	H98
CHEMBL2105945	SI3
CHEMBL594768	0LY
CHEMBL4483362	9JP
CHEMBL3337869	WGG
CHEMBL4162788	9XA
CHEMBL67955	NA3
CHEMBL1235931	SHF
CHEMBL2382334	33M
CHEMBL377956	N1H
CHEMBL491751	ZAA
CHEMBL613	VGL
CHEMBL4560666	J4A
CHEMBL2153510	0WP
CHEMBL3354183	3R1
CHEMBL507147	4P7
CHEMBL1738841	MQY
CHEMBL1097319	Z74
CHEMBL3786031	57G
CHEMBL198013	C8A
CHEMBL4160876	Z1E
CHEMBL3125272	KV1
CHEMBL4303404	62G
CHEMBL1214943	6A5
CHEMBL4077924	EXS
CHEMBL1714813	LBK
CHEMBL4072538	P2L
CHEMBL1568712	ZHA
CHEMBL2059001	VAB
CHEMBL1579537	LA7
CHEMBL3800394	GQN
CHEMBL352155	FZX
CHEMBL121191	NWD
CHEMBL3661466	6K2
CHEMBL1505419	UMK
CHEMBL1376995	41N
CHEMBL562875	5HK
CHEMBL4571732	P7J
CHEMBL4107237	C7T
CHEMBL1231418	BNT
CHEMBL3775559	4A7
CHEMBL35107	XAO
CHEMBL1270633	7DR
CHEMBL122617	1NP
CHEMBL4559668	N27
CHEMBL1213406	3G3
CHEMBL15571	TRI
CHEMBL2315843	VZV
CHEMBL445245	W29
CHEMBL73669	DPC
CHEMBL121838	S1D
CHEMBL1234898	O75
CHEMBL65053	5DH
CHEMBL2220359	0O6
CHEMBL1235999	SOA
CHEMBL2178856	2OE
CHEMBL463809	51G
CHEMBL2165017	0KO
CHEMBL8260	3WL
CHEMBL3941909	4RM
CHEMBL1272187	E02
CHEMBL263143	575
CHEMBL55743	5CR
CHEMBL603830	5RM
CHEMBL3586090	0RT
CHEMBL1231240	BBT
CHEMBL4565830	CJU
CHEMBL180071	EES
CHEMBL168276	DNC
CHEMBL590754	FIL
CHEMBL3286830	5P8
CHEMBL4535758	G92
CHEMBL110381	XU1
CHEMBL197603	L2G
CHEMBL97162	SB0
CHEMBL3774507	4BK
CHEMBL49004	PSI
CHEMBL514409	FE7
CHEMBL400841	524
CHEMBL3398264	1JU
CHEMBL4454999	T02
CHEMBL2037017	09H
CHEMBL4278828	QWM
CHEMBL1312571	5WK
CHEMBL45844	CCB
CHEMBL3286505	2G1
CHEMBL4472519	LJV
CHEMBL124881	0U9
CHEMBL1232392	DTV
CHEMBL253766	M5A
CHEMBL550102	LZH
CHEMBL4128929	7EJ
CHEMBL2448938	GEE
CHEMBL446492	RGG
CHEMBL494360	VX2
CHEMBL2325904	19Q
CHEMBL4215257	FVG
CHEMBL3144027	FJF
CHEMBL207406	H1D
CHEMBL4227516	EZN
CHEMBL563377	BRK
CHEMBL159096	ZD7
CHEMBL1235508	PX4
CHEMBL4584074	6UJ
CHEMBL227745	452
CHEMBL1237007	ZZ0
CHEMBL3114611	S94
CHEMBL1741351	MV2
CHEMBL3236464	6DC
CHEMBL1214186	SFG
CHEMBL1330545	JMM
CHEMBL4593381	OUW
CHEMBL2377861	Z31
CHEMBL4437968	FKE
CHEMBL4159330	M8Q
CHEMBL3953102	3TX
CHEMBL479789	IYR
CHEMBL2098221	6U5
CHEMBL573887	BEC
CHEMBL3601398	4T4
CHEMBL4455178	F53
CHEMBL239456	TVS
CHEMBL4470835	HAK
CHEMBL4475470	Q0S
CHEMBL4094351	8GQ
CHEMBL2332602	1GV
CHEMBL247272	979
CHEMBL1339734	9XG
CHEMBL4176696	GRZ
CHEMBL432038	Z99
CHEMBL86313	J86
CHEMBL3701289	32G
CHEMBL115468	8GK
CHEMBL147507	505
CHEMBL4086356	6AK
CHEMBL4088234	P6M
CHEMBL4063503	S4B
CHEMBL1230177	3OL
CHEMBL284116	KFB
CHEMBL23013	TNT
CHEMBL3814877	PKT
CHEMBL1255	FOR
CHEMBL525191	29L
CHEMBL1213119	ZZM
CHEMBL3289110	9AN
CHEMBL3808465	LNW
CHEMBL3094408	2DY
CHEMBL4578665	WQ7
CHEMBL418971	2OH
CHEMBL1413378	JNP
CHEMBL1234470	MS0
CHEMBL220513	G15
CHEMBL524664	FN3
CHEMBL4161353	CJW
CHEMBL180650	4DV
CHEMBL3425950	CWC
CHEMBL549612	2YA
CHEMBL1916081	EE0
CHEMBL561660	ZZY
CHEMBL1702228	FG7
CHEMBL3916929	ECV
CHEMBL442738	PI9
CHEMBL4215376	ER8
CHEMBL264434	P1F
CHEMBL19633	KUP
CHEMBL202721	447
CHEMBL4539891	NQV
CHEMBL3799761	7CI
CHEMBL151062	SS2
CHEMBL106509	GJK
CHEMBL3798547	5MN
CHEMBL1256291	3M1
CHEMBL139	DIF
CHEMBL1658	G34
CHEMBL3421914	DI1
CHEMBL1738764	AS6
CHEMBL4449576	6RF
CHEMBL1163085	YSA
CHEMBL4597597	MNZ
CHEMBL1928705	YM8
CHEMBL1956740	CXW
CHEMBL43294	A76
CHEMBL492762	XM5
CHEMBL4475938	JCZ
CHEMBL3991051	LRO
CHEMBL11544	NML
CHEMBL589137	RO5
CHEMBL1934923	08F
CHEMBL3315112	33H
CHEMBL3109962	7CE
CHEMBL3109932	4T9
CHEMBL3805430	67T
CHEMBL3753077	A95
CHEMBL518383	LZ9
CHEMBL3991052	W7J
CHEMBL706	PL3
CHEMBL1570500	9X6
CHEMBL773	GLY
CHEMBL4518045	QZN
CHEMBL1351238	VVY
CHEMBL65543	3NF
CHEMBL240949	FT0
CHEMBL57836	IN6
CHEMBL211501	AWB
CHEMBL3589662	4E1
CHEMBL1230314	4OH
CHEMBL3401541	3ZJ
CHEMBL229301	BZJ
CHEMBL27601	FB2
CHEMBL4282851	9OE
CHEMBL1078930	ZO9
CHEMBL4247506	EU4
CHEMBL1445271	FHV
CHEMBL4290468	J3V
CHEMBL996	CFX
CHEMBL2311921	X16
CHEMBL2288020	G87
CHEMBL2391619	YSO
CHEMBL462228	KSF
CHEMBL3604124	A0Q
CHEMBL1229072	ILM
CHEMBL4291874	7JC
CHEMBL190170	H20
CHEMBL332148	MMO
CHEMBL177837	BPV
CHEMBL1821813	3RU
CHEMBL3632844	520
CHEMBL116159	8ZU
CHEMBL384146	TRJ
CHEMBL3087808	ZN4
CHEMBL494708	SC0
CHEMBL3966713	64C
CHEMBL3683778	8FP
CHEMBL4451818	DJU
CHEMBL1098659	O
CHEMBL1098659	HOH
CHEMBL1230881	AGY
CHEMBL399680	BUF
CHEMBL1213187	2BV
CHEMBL3586666	43R
CHEMBL4099825	55L
CHEMBL1232448	E4P
CHEMBL2012881	TQ1
CHEMBL1234477	MS9
CHEMBL34453	C5B
CHEMBL307440	0G7
CHEMBL2396989	3YS
CHEMBL88804	UN1
CHEMBL3402958	3W8
CHEMBL1095294	8I1
CHEMBL210593	885
CHEMBL1615150	OLF
CHEMBL30707	CUE
CHEMBL3421972	DYK
CHEMBL4094135	ECY
CHEMBL505348	ARA
CHEMBL1232398	DVA
CHEMBL1586	GXR
CHEMBL4283481	GKT
CHEMBL556224	6GS
CHEMBL1079267	RT7
CHEMBL317940	44W
CHEMBL1075800	BD7
CHEMBL1719073	U1G
CHEMBL3310197	33R
CHEMBL3128247	1QF
CHEMBL4575618	KDW
CHEMBL437747	880
CHEMBL1626299	V0W
CHEMBL284327	0W6
CHEMBL1234905	OA2
CHEMBL12735	01V
CHEMBL64934	794
CHEMBL3977066	6CY
CHEMBL3422660	MJP
CHEMBL2420911	15I
CHEMBL397008	5TL
CHEMBL885	ETV
CHEMBL9113	MBN
CHEMBL3823499	6GD
CHEMBL3338394	3F9
CHEMBL1236027	SPU
CHEMBL1237174	HZN
CHEMBL4064625	87M
CHEMBL4434776	QAD
CHEMBL1231234	BBL
CHEMBL402315	SX6
CHEMBL2177758	BP0
CHEMBL3330169	IE4
CHEMBL360866	KR8
CHEMBL3124953	2VK
CHEMBL430845	MCW
CHEMBL12315	ISQ
CHEMBL4074127	8L2
CHEMBL1910027	XPX
CHEMBL14145	231
CHEMBL14145	PIM
CHEMBL3087937	YL2
CHEMBL490226	SHB
CHEMBL452587	D3E
CHEMBL849	TCL
CHEMBL4105456	XZ4
CHEMBL4081845	C09
CHEMBL4084776	838
CHEMBL355200	Y3G
CHEMBL1207949	B65
CHEMBL1232391	DTU
CHEMBL1616388	PJW
CHEMBL1502137	7O4
CHEMBL293522	HRX
CHEMBL1288895	SYY
CHEMBL4128457	EX4
CHEMBL4466517	LSV
CHEMBL4436895	9N8
CHEMBL66526	654
CHEMBL325166	N5N
CHEMBL8996	ERD
CHEMBL4065619	QMG
CHEMBL3769701	U27
CHEMBL376632	228
CHEMBL468633	JXN
CHEMBL3818695	5RV
CHEMBL494072	P40
CHEMBL3939284	A5F
CHEMBL355497	R64
CHEMBL4467503	GYW
CHEMBL686	ID8
CHEMBL3613305	4CV
CHEMBL1230264	4CS
CHEMBL1992036	5Q8
CHEMBL8	CPF
CHEMBL407	FYP
CHEMBL580404	A2F
CHEMBL3635080	30R
CHEMBL4435744	J0Y
CHEMBL1231101	AVN
CHEMBL3786456	L33
CHEMBL4166708	EE8
CHEMBL3092385	7FU
CHEMBL255689	M14
CHEMBL4165848	86D
CHEMBL150261	I17
CHEMBL4212115	CZY
CHEMBL267178	CGS
CHEMBL4214383	B5N
CHEMBL566534	D8Z
CHEMBL3410452	3F2
CHEMBL262394	71P
CHEMBL573975	KNJ
CHEMBL4446675	5F6
CHEMBL35033	MKC
CHEMBL1231428	BOR
CHEMBL254284	37B
CHEMBL1184822	LI9
CHEMBL1236381	TPW
CHEMBL2314130	19M
CHEMBL471489	9PG
CHEMBL4520903	NQ1
CHEMBL447360	U2P
CHEMBL3402618	3A7
CHEMBL2228377	8YP
CHEMBL1741573	1U3
CHEMBL4125754	9SP
CHEMBL256725	7X2
CHEMBL18407	OYA
CHEMBL3421731	8V1
CHEMBL4071580	85S
CHEMBL222079	4QC
CHEMBL188139	IHJ
CHEMBL2170419	0C6
CHEMBL107201	3BT
CHEMBL1232371	DSK
CHEMBL1877161	E7S
CHEMBL1232569	ES3
CHEMBL4063838	782
CHEMBL282254	BHN
CHEMBL3746716	2WY
CHEMBL1950037	3T8
CHEMBL1235255	PG5
CHEMBL3191236	3TI
CHEMBL2334891	H68
CHEMBL1368771	FXH
CHEMBL3558969	2G6
CHEMBL3785713	L28
CHEMBL2181998	095
CHEMBL2181988	091
CHEMBL451523	B10
CHEMBL2216870	40L
CHEMBL11306	PLH
CHEMBL4452360	IDV
CHEMBL1231023	APO
CHEMBL1078178	C87
CHEMBL4543910	PQP
CHEMBL11722	HSE
CHEMBL1224325	6JM
CHEMBL1381	51V
CHEMBL3934495	5MF
CHEMBL99732	3C1
CHEMBL549340	ZZ4
CHEMBL4441119	OE5
CHEMBL1908841	FFO
CHEMBL4210652	4G9
CHEMBL4522237	WF3
CHEMBL3691779	HRE
CHEMBL3263052	2VW
CHEMBL3128241	1QE
CHEMBL3192537	9F6
CHEMBL119178	2F2
CHEMBL2377828	07Z
CHEMBL1229585	0MO
CHEMBL2385132	7MA
CHEMBL3394242	QZ3
CHEMBL2311740	0EN
CHEMBL360410	272
CHEMBL4213734	B9T
CHEMBL3605967	FSU
CHEMBL1325849	9DH
CHEMBL1241856	I7P
CHEMBL177122	Q8G
CHEMBL1207915	SQD
CHEMBL366312	DFZ
CHEMBL3341787	844
CHEMBL3087813	B3Z
CHEMBL1198191	24U
CHEMBL96433	696
CHEMBL382372	CHG
CHEMBL446435	LA1
CHEMBL4576585	OUS
CHEMBL4447306	LVH
CHEMBL245221	MU0
CHEMBL262397	0Y3
CHEMBL1439113	RF4
CHEMBL552212	LXL
CHEMBL4209613	8JS
CHEMBL206435	RXA
CHEMBL2332577	5EU
CHEMBL3818592	6BZ
CHEMBL1231723	CE9
CHEMBL3769688	TVU
CHEMBL2110732	1C9
CHEMBL4447337	K4A
CHEMBL138297	PAW
CHEMBL1206239	DA
CHEMBL1206239	D5M
CHEMBL483849	AMZ
CHEMBL9623	MSN
CHEMBL206467	4AH
CHEMBL191055	P8P
CHEMBL517814	4DG
CHEMBL46486	TMA
CHEMBL8933	L04
CHEMBL1232797	FOA
CHEMBL29097	QY7
CHEMBL4454286	BX6
CHEMBL2440218	JAF
CHEMBL3261075	M7D
CHEMBL2111097	6UB
CHEMBL338790	4AN
CHEMBL2177858	AVQ
CHEMBL406821	H52
CHEMBL4089325	9UG
CHEMBL1206690	PXB
CHEMBL1230488	6CS
CHEMBL4082253	78E
CHEMBL4242404	1MH
CHEMBL4205968	FH4
CHEMBL259551	FRZ
CHEMBL2103852	BG0
CHEMBL3237993	2TJ
CHEMBL4089982	5RF
CHEMBL3695713	5AY
CHEMBL4452233	K8K
CHEMBL2347188	1HG
CHEMBL3288147	2RY
CHEMBL1092581	79Z
CHEMBL3134157	GYR
CHEMBL476936	D3M
CHEMBL2041942	ZLP
CHEMBL3092553	1VA
CHEMBL1205948	SHO
CHEMBL299613	ESM
CHEMBL2041082	GPU
CHEMBL4169930	2PZ
CHEMBL1236970	ZN
CHEMBL95770	K3Z
CHEMBL475398	BP7
CHEMBL107316	E20
CHEMBL2170081	14K
CHEMBL1532768	23D
CHEMBL2041756	C7L
CHEMBL3581507	3VS
CHEMBL1231644	CAD
CHEMBL593	SPP
CHEMBL2402206	4ID
CHEMBL1173731	AKI
CHEMBL4287739	8RN
CHEMBL285802	ZOT
CHEMBL4555914	OU4
CHEMBL116212	A8C
CHEMBL3329562	P68
CHEMBL138877	BM9
CHEMBL539640	80G
CHEMBL1233715	J11
CHEMBL422	TFP
CHEMBL49732	EBF
CHEMBL187595	D2R
CHEMBL16958	K2C
CHEMBL4224714	647
CHEMBL4076247	8JM
CHEMBL495727	35R
CHEMBL4546828	JC4
CHEMBL88611	H33
CHEMBL618	174
CHEMBL3814075	PK9
CHEMBL3590650	E9L
CHEMBL2063258	0YZ
CHEMBL188343	AD5
CHEMBL2032370	0FN
CHEMBL1215855	HJM
CHEMBL41723	N58
CHEMBL4571877	UW5
CHEMBL1213603	8BJ
CHEMBL1213603	NHT
CHEMBL860	5EH
CHEMBL496574	7X6
CHEMBL556262	FPM
CHEMBL2431088	1XA
CHEMBL188381	6UX
CHEMBL3394233	QZE
CHEMBL2387466	1OA
CHEMBL1231545	C00
CHEMBL155546	TCR
CHEMBL286796	ZYC
CHEMBL3793226	6EJ
CHEMBL4445197	K8T
CHEMBL1232515	EML
CHEMBL4436770	FFZ
CHEMBL274654	SU6
CHEMBL1233860	KMT
CHEMBL662	HRZ
CHEMBL662	T5Y
CHEMBL1318551	6TY
CHEMBL1527442	HO7
CHEMBL492513	2BC
CHEMBL45005	OXE
CHEMBL389002	882
CHEMBL501870	N7I
CHEMBL4459388	UX7
CHEMBL4303573	C7B
CHEMBL406863	M03
CHEMBL2338786	3LD
CHEMBL3670082	9B1
CHEMBL143305	W91
CHEMBL425646	LG7
CHEMBL1615209	RZX
CHEMBL444814	CIR
CHEMBL1230762	AAE
CHEMBL377312	12C
CHEMBL482193	NNN
CHEMBL1988272	0YC
CHEMBL2315560	4GU
CHEMBL46085	CTL
CHEMBL1182165	DIT
CHEMBL217893	D59
CHEMBL345716	A4C
CHEMBL2331747	16T
CHEMBL3142270	0ZL
CHEMBL3344388	A6M
CHEMBL1234108	LWH
CHEMBL2170967	6XE
CHEMBL4206466	1F5
CHEMBL4116547	DKJ
CHEMBL2417906	1NK
CHEMBL683	E0O
CHEMBL116455	MCR
CHEMBL1214508	YSE
CHEMBL12442	AM1
CHEMBL344637	ASO
CHEMBL4279420	9A0
CHEMBL3990421	JDM
CHEMBL371948	HYC
CHEMBL91829	LY4
CHEMBL3617963	WQQ
CHEMBL4587788	FTU
CHEMBL4572939	8S3
CHEMBL446288	1BP
CHEMBL4588676	6ZM
CHEMBL205596	CHD
CHEMBL2409314	1GE
CHEMBL3774835	25Q
CHEMBL3765592	E8F
CHEMBL78755	NR2
CHEMBL4437985	G91
CHEMBL1153	DOG
CHEMBL27784	IMS
CHEMBL1230217	42Z
CHEMBL3109570	2K7
CHEMBL2324597	9XV
CHEMBL1231501	BU2
CHEMBL107400	B72
CHEMBL1236759	X45
CHEMBL301213	846
CHEMBL2057280	D3A
CHEMBL1738754	786
CHEMBL3736222	57W
CHEMBL1802031	MNK
CHEMBL4288985	EFL
CHEMBL1939379	VHE
CHEMBL3238252	28C
CHEMBL4579021	8GF
CHEMBL3321925	2RZ
CHEMBL108967	E3X
CHEMBL3401634	S74
CHEMBL4168966	EOQ
CHEMBL1230866	AG
CHEMBL4544573	DU5
CHEMBL3752711	5PK
CHEMBL455907	352
CHEMBL333905	2PA
CHEMBL461091	LG0
CHEMBL3301620	83J
CHEMBL4597626	DQ9
CHEMBL4538677	W6D
CHEMBL485964	5EA
CHEMBL3577084	LX8
CHEMBL439723	KEN
CHEMBL1233720	J2Z
CHEMBL3794222	68C
CHEMBL342886	4ER
CHEMBL180386	DI7
CHEMBL4060030	JNI
CHEMBL1963071	QMQ
CHEMBL1615288	XFJ
CHEMBL3740017	5N8
CHEMBL3545308	8JC
CHEMBL3098919	5MX
CHEMBL3344081	3JF
CHEMBL4083673	1L0
CHEMBL4435068	6NZ
CHEMBL3814206	67S
CHEMBL1581319	3M4
CHEMBL3593413	L8G
CHEMBL364748	YRG
CHEMBL2069711	Z3R
CHEMBL4085948	8XS
CHEMBL568150	QYT
CHEMBL1430496	UVS
CHEMBL3988766	LWN
CHEMBL578160	DX7
CHEMBL269538	HRM
CHEMBL383153	SH7
CHEMBL3957427	32J
CHEMBL1234200	MA9
CHEMBL225564	6X8
CHEMBL1077	27R
CHEMBL3759096	5N4
CHEMBL3819619	5KL
CHEMBL125181	MIN
CHEMBL1231801	CK3
CHEMBL4205543	FVD
CHEMBL1797280	XBZ
CHEMBL23328	4BY
CHEMBL219841	19A
CHEMBL3392845	1K9
CHEMBL4073443	N45
CHEMBL177196	AHO
CHEMBL32	MFX
CHEMBL403328	D4M
CHEMBL1229967	2MT
CHEMBL3810161	LNY
CHEMBL1438938	OUL
CHEMBL4448856	NG4
CHEMBL590284	IMM
CHEMBL311498	KXN
CHEMBL148755	MJ5
CHEMBL1462	4A3
CHEMBL66	DQH
CHEMBL499876	HVD
CHEMBL2426573	1UX
CHEMBL583178	BDX
CHEMBL298826	EPJ
CHEMBL1300875	JHA
CHEMBL231568	857
CHEMBL1231350	BIK
CHEMBL4449908	CWW
CHEMBL491995	23A
CHEMBL1234914	OAP
CHEMBL3824249	64O
CHEMBL606552	D5E
CHEMBL4092535	77T
CHEMBL4209203	E8Z
CHEMBL3259944	5PS
CHEMBL3930292	6UO
CHEMBL2420670	1QR
CHEMBL1191361	HOA
CHEMBL259419	2MI
CHEMBL527817	HLH
CHEMBL4459766	NF7
CHEMBL1232960	GAG
CHEMBL383824	KOS
CHEMBL283800	CRN
CHEMBL1230640	8XQ
CHEMBL99932	Q8A
CHEMBL3109007	21E
CHEMBL384527	BUP
CHEMBL4462911	NYW
CHEMBL94394	A4Z
CHEMBL1416877	X9I
CHEMBL1363184	8DQ
CHEMBL610462	95P
CHEMBL1235617	RAR
CHEMBL1236349	TNV
CHEMBL4534409	KMA
CHEMBL4094068	86M
